Edad,Sexo,Facultad,Pregunta,Opción,Comentarios,Pregunta_texto,Llave,Respuesta_texto
33,F,Ciencias Políticas,9,4,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,94,Representa un avance en la sociedad 
33,F,Ciencias Políticas,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
33,F,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
33,F,Ciencias Políticas,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
21,M,Ciencias Políticas,1,2,,¿Conoces de la existencia del derecho animal?,12,Algo había escuchado
21,M,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
21,M,Ciencias Políticas,3,4,,¿Qué derechos consideras tienen los animales?,34,4. Derecho a la vida
21,M,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
21,M,Ciencias Políticas,5,2,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,52,Ser sintiente 
21,M,Ciencias Políticas,6,1,,¿Sabes qué hacer ante una situación de maltrato animal?,61,No   
21,M,Ciencias Políticas,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
21,M,Ciencias Políticas,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
21,M,Ciencias Políticas,9,2,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,92,Los animales no se pueden representar en los juicios
21,M,Ciencias Políticas,10,2,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,102,"2. Ninguna, los animales no sienten dolor"
21,M,Ciencias Políticas,11,3,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",113,Soy vegetariano
21,M,Ciencias Políticas,12,3,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,123,No se cuál es la función de un lingüista 
19,M,Ciencias Políticas,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
19,M,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
19,M,Ciencias Políticas,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
19,M,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
19,M,Ciencias Políticas,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
19,M,Ciencias Políticas,6,1,,¿Sabes qué hacer ante una situación de maltrato animal?,61,No   
19,M,Ciencias Políticas,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
19,M,Ciencias Políticas,8,2,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,82,Prefiero la prevención con c. de concientización
19,M,Ciencias Políticas,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
19,M,Ciencias Políticas,10,0,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,100,#N/A
19,M,Ciencias Políticas,11,3,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",113,Soy vegetariano
19,M,Ciencias Políticas,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
19,F,Contaduría,1,2,,¿Conoces de la existencia del derecho animal?,12,Algo había escuchado
19,F,Contaduría,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
19,F,Contaduría,3,2,,¿Qué derechos consideras tienen los animales?,32,2. Opciones 1 y 3
19,F,Contaduría,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
19,F,Contaduría,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
19,F,Contaduría,6,3,,¿Sabes qué hacer ante una situación de maltrato animal?,63,Investigo el procedimiento
19,F,Contaduría,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
19,F,Contaduría,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
19,F,Contaduría,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
19,F,Contaduría,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
19,F,Contaduría,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
19,F,Contaduría,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
19,F,Contaduría,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
19,F,Contaduría,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
19,F,Contaduría,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
19,F,Contaduría,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
19,F,Contaduría,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
19,F,Contaduría,6,4,,¿Sabes qué hacer ante una situación de maltrato animal?,64,"Estoy informado, presento una denuncia"
19,F,Contaduría,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
19,F,Contaduría,8,3,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,83,Tal vez
19,F,Contaduría,9,2,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,92,Los animales no se pueden representar en los juicios
19,F,Contaduría,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
19,F,Contaduría,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
19,F,Contaduría,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
19,F,Contaduría,1,2,,¿Conoces de la existencia del derecho animal?,12,Algo había escuchado
19,F,Contaduría,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
19,F,Contaduría,3,4,,¿Qué derechos consideras tienen los animales?,34,4. Derecho a la vida
19,F,Contaduría,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
19,F,Contaduría,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
19,F,Contaduría,6,2,,¿Sabes qué hacer ante una situación de maltrato animal?,62,Me acerco a un policía
19,F,Contaduría,7,2,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,72,Sí
19,F,Contaduría,8,4,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,84,"No, las cárceles están sobresaturadas "
19,F,Contaduría,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
19,F,Contaduría,10,1,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,101,"1. Limitación de tiempo, alimentación y reposo"
19,F,Contaduría,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
19,F,Contaduría,12,3,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,123,No se cuál es la función de un lingüista 
19,F,Contaduría,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
19,F,Contaduría,2,4,,¿Consideras que los animales tienen derechos?,24,Sólo algunos
19,F,Contaduría,3,2,,¿Qué derechos consideras tienen los animales?,32,2. Opciones 1 y 3
19,F,Contaduría,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
19,F,Contaduría,5,2,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,52,Ser sintiente 
19,F,Contaduría,6,3,,¿Sabes qué hacer ante una situación de maltrato animal?,63,Investigo el procedimiento
19,F,Contaduría,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
19,F,Contaduría,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
19,F,Contaduría,9,4,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,94,Representa un avance en la sociedad 
19,F,Contaduría,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
19,F,Contaduría,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
19,F,Contaduría,12,3,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,123,No se cuál es la función de un lingüista 
19,F,Contaduría,1,2,,¿Conoces de la existencia del derecho animal?,12,Algo había escuchado
19,F,Contaduría,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
19,F,Contaduría,3,2,,¿Qué derechos consideras tienen los animales?,32,2. Opciones 1 y 3
19,F,Contaduría,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
19,F,Contaduría,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
19,F,Contaduría,6,1,,¿Sabes qué hacer ante una situación de maltrato animal?,61,No   
19,F,Contaduría,7,2,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,72,Sí
19,F,Contaduría,8,2,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,82,Prefiero la prevención con c. de concientización
19,F,Contaduría,9,4,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,94,Representa un avance en la sociedad 
19,F,Contaduría,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
19,F,Contaduría,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
19,F,Contaduría,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
19,F,Contaduría,1,4,,¿Conoces de la existencia del derecho animal?,14,"Sí, estoy informado"
19,F,Contaduría,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
19,F,Contaduría,3,2,,¿Qué derechos consideras tienen los animales?,32,2. Opciones 1 y 3
19,F,Contaduría,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
19,F,Contaduría,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
19,F,Contaduría,6,4,,¿Sabes qué hacer ante una situación de maltrato animal?,64,"Estoy informado, presento una denuncia"
19,F,Contaduría,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
19,F,Contaduría,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
19,F,Contaduría,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
19,F,Contaduría,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
19,F,Contaduría,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
19,F,Contaduría,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
19,F,Contaduría,1,1,,¿Conoces de la existencia del derecho animal?,11,No
19,F,Contaduría,2,4,,¿Consideras que los animales tienen derechos?,24,Sólo algunos
19,F,Contaduría,3,2,,¿Qué derechos consideras tienen los animales?,32,2. Opciones 1 y 3
19,F,Contaduría,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
